school,district,ncesid,title_1_school_status,lat,long,total_enroll,bipoc_enroll,bipoc_pct,white_enroll
HIDDEN OAKS MIDDLE SCHOOL,PRIOR LAKE-SAVAGE AREA SCHOOLS,2730060,2-Title I targeted assistance school,44.72,-93.4028,1102,273,0.24773139745916514,829
HIDDEN VALLEY ELEMENTARY,BURNSVILLE PUBLIC SCHOOL DISTRICT,2707290,5-Title I schoolwide school,44.752998,-93.332415,439,374,0.8519362186788155,65
HIGH SCHOOL FOR RECORDING ARTS,HIGH SCHOOL FOR RECORDING ARTS,2700160,5-Title I schoolwide school,44.954404,-93.149827,329,310,0.9422492401215805,19
HIGHER GROUND ACADEMY,HIGHER GROUND ACADEMY,2700140,2-Title I targeted assistance school,44.948,-93.1579,575,575,1,0
HIGHER GROUND SECONDARY ACADEMY,HIGHER GROUND ACADEMY,2700140,2-Title I targeted assistance school,44.97509,-93.162031,405,405,1,0
HIGHLAND ELEMENTARY,ROSEMOUNT-APPLE VALLEY-EAGAN,2732390,5-Title I schoolwide school,44.7447,-93.1788,733,222,0.30286493860845837,511
HIGHLAND ELEMENTARY,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,2709510,5-Title I schoolwide school,45.0555,-93.2381,553,424,0.7667269439421338,129
HIGHLAND ELEMENTARY,CROOKSTON PUBLIC SCHOOL DISTRICT,2709720,2-Title I targeted assistance school,47.7794,-96.5866,491,177,0.3604887983706721,314
HIGHLAND PARK ELEMENTARY,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.913993,-93.17044,364,267,0.7335164835164835,97
HIGHLAND PARK MIDDLE SCHOOL,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.911776,-93.168141,841,512,0.6087990487514863,329
HIGHLAND PARK SENIOR HIGH,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.910119,-93.168336,1307,830,0.6350420811017597,477
HIGHLANDS ELEMENTARY,EDINA PUBLIC SCHOOL DISTRICT,2711250,2-Title I targeted assistance school,44.9052,-93.3647,553,154,0.27848101265822783,399
HIGHVIEW ALC,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2731780,5-Title I schoolwide school,45.004291,-93.365544,210,161,0.7666666666666667,49
HIGHVIEW MIDDLE SCHOOL,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2722950,5-Title I schoolwide school,45.0622,-93.2156,843,376,0.4460260972716489,467
HIGHWOOD HILLS ELEMENTARY,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.929382,-93.00792,261,252,0.9655172413793104,9
HILL CITY ELEMENTARY,HILL CITY PUBLIC SCHOOL DISTRICT,2714010,2-Title I targeted assistance school,46.9923,-93.6048,102,10,0.09803921568627451,92
HILL CITY MIDDLE SCHOOL,HILL CITY PUBLIC SCHOOL DISTRICT,2714010,2-Title I targeted assistance school,46.9926,-93.605,70,14,0.2,56
HILL CITY SENIOR HIGH,HILL CITY PUBLIC SCHOOL DISTRICT,2714010,2-Title I targeted assistance school,46.9929,-93.605,94,17,0.18085106382978725,77
HILL ELEMENTARY,PIPESTONE AREA SCHOOL DISTRICT,2700108,2-Title I targeted assistance school,43.9912,-96.3257,224,59,0.26339285714285715,165
HILLCREST ELEMENTARY,BLOOMINGTON PUBLIC SCHOOL DISTRICT,2705790,5-Title I schoolwide school,44.8347,-93.315,435,146,0.335632183908046,289
HILLS-BEAVER CREEK ELEMENTARY,HILLS-BEAVER CREEK SCHOOL DISTRICT,2714040,2-Title I targeted assistance school,43.6107,-96.362,160,14,0.0875,146
HILLS-BEAVER CREEK SECONDARY,HILLS-BEAVER CREEK SCHOOL DISTRICT,2714040,2-Title I targeted assistance school,43.532216,-96.363537,220,9,0.04090909090909091,211
HILLSIDE EARLY CHILDHOOD CENTER,SAUK RAPIDS-RICE PUBLIC SCHOOLS,2732880,5-Title I schoolwide school,45.59136,-94.161661,52,4,0.07692307692307693,48
HILLSIDE ELEMENTARY,SOUTH WASHINGTON COUNTY SCHOOL DIST,2733810,2-Title I targeted assistance school,44.826798,-92.940153,441,147,0.3333333333333333,294
HILLTOP ELEMENTARY,INVER GROVE HEIGHTS SCHOOLS,2715030,5-Title I schoolwide school,44.8522,-93.0411,599,327,0.5459098497495827,272
HILLTOP ELEMENTARY,LE SUEUR-HENDERSON SCHOOL DISTRICT,2718070,2-Title I targeted assistance school,44.520746,-93.909098,152,31,0.20394736842105263,121
HILLTOP PRIMARY SCHOOL,WESTONKA PUBLIC SCHOOL DISTRICT,2722920,2-Title I targeted assistance school,44.9531,-93.6697,459,41,0.08932461873638345,418
HINCKLEY ELEMENTARY,HINCKLEY-FINLAYSON SCHOOL DISTRICT,2714070,5-Title I schoolwide school,46.0139,-92.9353,504,163,0.32341269841269843,341
HINCKLEY-FINLAYSON SECONDARY,HINCKLEY-FINLAYSON SCHOOL DISTRICT,2714070,5-Title I schoolwide school,46.0161,-92.9398,391,105,0.26854219948849106,286
HMONG COLLEGE PREP ACADEMY ES,HMONG COLLEGE PREP ACADEMY,2700342,5-Title I schoolwide school,44.97519,-93.163871,1106,1106,1,0
HMONG COLLEGE PREP ACADEMY HS,HMONG COLLEGE PREP ACADEMY,2700342,5-Title I schoolwide school,44.9751,-93.1644,632,632,1,0
HMONG COLLEGE PREP ACADEMY MS,HMONG COLLEGE PREP ACADEMY,2700342,5-Title I schoolwide school,44.9752,-93.1638,612,611,0.9983660130718954,1
HMONG INTERNATIONAL ACADEMY,Minneapolis Public School District,2721240,5-Title I schoolwide school,45.010567,-93.29847,512,499,0.974609375,13
HOLDINGFORD ELEMENTARY,HOLDINGFORD PUBLIC SCHOOL DISTRICT,2714190,2-Title I targeted assistance school,45.734432,-94.465111,587,8,0.013628620102214651,579
HOLDINGFORD SECONDARY,HOLDINGFORD PUBLIC SCHOOL DISTRICT,2714190,2-Title I targeted assistance school,45.734432,-94.465111,503,22,0.0437375745526839,481
HOMECROFT ELEMENTARY,DULUTH PUBLIC SCHOOL DISTRICT,2711040,5-Title I schoolwide school,46.857413,-92.110411,398,26,0.06532663316582915,372
HOOVER EARLY LEARNING SCHOOL,ROCHESTER PUBLIC SCHOOL DISTRICT,2731800,5-Title I schoolwide school,44.04719,-92.469061,167,74,0.4431137724550898,93
HOOVER ELEMENTARY,MANKATO PUBLIC SCHOOL DISTRICT,2718780,5-Title I schoolwide school,44.1703,-94.0404,565,156,0.2761061946902655,409
HOOVER ELEMENTARY,ROCHESTER PUBLIC SCHOOL DISTRICT,2731800,5-Title I schoolwide school,44.0469,-92.4696,259,107,0.41312741312741313,152
HOOVER ELEMENTARY BIOMED SCI EGNG,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2703180,5-Title I schoolwide school,45.1695,-93.3273,476,221,0.4642857142857143,255
HOPE COMMUNITY ACADEMY,HOPE COMMUNITY ACADEMY,2700230,5-Title I schoolwide school,44.9633,-93.0731,559,555,0.9928443649373881,4
HOPKINS NORTH JUNIOR HIGH,HOPKINS PUBLIC SCHOOL DISTRICT,2714260,5-Title I schoolwide school,44.954409,-93.413825,917,447,0.48745910577971646,470
HOPKINS SENIOR HIGH,HOPKINS PUBLIC SCHOOL DISTRICT,2714260,5-Title I schoolwide school,44.957458,-93.412572,1588,691,0.4351385390428212,897
HOPKINS WEST JUNIOR HIGH,HOPKINS PUBLIC SCHOOL DISTRICT,2714260,5-Title I schoolwide school,44.933065,-93.449255,661,335,0.5068078668683812,326
HORACE MANN SCHOOL,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.921109,-93.185293,405,130,0.32098765432098764,275
HORACE MAY ELEMENTARY,BEMIDJI PUBLIC SCHOOL DISTRICT,2704440,5-Title I schoolwide school,47.4186,-94.8656,324,63,0.19444444444444445,261
HORIZON MIDDLE SCHOOL,MOORHEAD PUBLIC SCHOOL DISTRICT,2721420,5-Title I schoolwide school,46.8607,-96.7174,2152,607,0.2820631970260223,1545
HOUSTON ELEMENTARY,HOUSTON PUBLIC SCHOOL DISTRICT,2714280,2-Title I targeted assistance school,43.7607,-91.5669,238,12,0.05042016806722689,226
HOUSTON SECONDARY,HOUSTON PUBLIC SCHOOL DISTRICT,2714280,2-Title I targeted assistance school,43.7595,-91.5722,209,11,0.05263157894736842,198
HOWARD LAKE-WAVERLY-WINSTED MIDDLE,HOWARD LAKE-WAVERLY-WINSTED,2700123,2-Title I targeted assistance school,45.028236,-94.066346,414,49,0.11835748792270531,365
HOWARD LAKE-WAVERLY-WINSTED SEC.,HOWARD LAKE-WAVERLY-WINSTED,2700123,2-Title I targeted assistance school,45.028236,-94.066346,349,33,0.09455587392550144,316
HOWE ELEMENTARY,Minneapolis Public School District,2721240,5-Title I schoolwide school,44.934832,-93.211082,224,84,0.375,140
HUDDLESTON ELEMENTARY,LAKEVILLE PUBLIC SCHOOL DISTRICT,2717780,5-Title I schoolwide school,44.696803,-93.259988,551,161,0.29219600725952816,390
HUGO ELEMENTARY,WHITE BEAR LAKE SCHOOL DISTRICT,2742360,5-Title I schoolwide school,45.1659,-92.987,319,42,0.13166144200626959,277
HUMBOLDT HIGH SCHOOL,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.925781,-93.08397,1161,1092,0.9405684754521964,69
HUMPHREY ELEMENTARY,HOWARD LAKE-WAVERLY-WINSTED,2700123,2-Title I targeted assistance school,45.0665,-93.9736,269,14,0.05204460966542751,255
HUTCHINSON MIDDLE,HUTCHINSON PUBLIC SCHOOL DISTRICT,2714970,2-Title I targeted assistance school,44.879,-94.3909,614,78,0.1270358306188925,536
HUTCHINSON MIDDLE SCHOOL A.L.C.,HUTCHINSON PUBLIC SCHOOL DISTRICT,2714970,2-Title I targeted assistance school,44.879,-94.3909,48,17,0.3541666666666667,31
HUTCHINSON PARK ELEMENTARY,HUTCHINSON PUBLIC SCHOOL DISTRICT,2714970,2-Title I targeted assistance school,44.8907,-94.3727,804,132,0.16417910447761194,672
HUTCHINSON SENIOR HIGH,HUTCHINSON PUBLIC SCHOOL DISTRICT,2714970,2-Title I targeted assistance school,44.8845,-94.3929,920,92,0.1,828
HUTCHINSON WEST ELEMENTARY,HUTCHINSON PUBLIC SCHOOL DISTRICT,2714970,2-Title I targeted assistance school,44.8799,-94.3947,481,83,0.17255717255717257,398
HVED ECSE,HIAWATHA VALLEY ED. DISTRICT,2700055,6-Not a Title I school,44.021343,-91.609392,52,5,0.09615384615384616,47
I.J. HOLTON INTERMEDIATE SCHOOL,AUSTIN PUBLIC SCHOOL DISTRICT,2703450,5-Title I schoolwide school,43.6622,-92.9517,851,470,0.5522914218566393,381
IGH EARLY CHILDHOOD PROGRAM,INVER GROVE HEIGHTS SCHOOLS,2715030,5-Title I schoolwide school,44.8326,-93.0469,77,30,0.38961038961038963,47
INDEPENDENCE ELEMENTARY,BIG LAKE PUBLIC SCHOOL DISTRICT,2705460,2-Title I targeted assistance school,45.337002,-93.735204,692,129,0.18641618497109827,563
INDIAN MOUNDS ELEMENTARY,BLOOMINGTON PUBLIC SCHOOL DISTRICT,2705790,5-Title I schoolwide school,44.8256,-93.2584,356,277,0.7780898876404494,79
INDUS ELEMENTARY,SOUTH KOOCHICHING SCHOOL DISTRICT,2732700,5-Title I schoolwide school,48.6296,-93.9012,63,6,0.09523809523809523,57
INDUS SECONDARY,SOUTH KOOCHICHING SCHOOL DISTRICT,2732700,5-Title I schoolwide school,48.63,-93.9019,45,3,0.06666666666666667,42
INSIGHT SCHOOL OF MINNESOTA,BROOKLYN CENTER SCHOOL DISTRICT,2706240,5-Title I schoolwide school,45.067134,-93.301593,395,130,0.3291139240506329,265
INTEGRATED ARTS ACADEMY,EASTERN CARVER COUNTY PUBLIC SCHOOL,2708190,2-Title I targeted assistance school,44.8415,-93.594521,59,14,0.23728813559322035,45
INTERNATIONAL SPANISH LANGUAGE ACAD,International Spanish Language Acad,2700296,6-Not a Title I school,44.896097,-93.419834,340,138,0.40588235294117647,202
INVER GROVE HEIGHTS MIDDLE,INVER GROVE HEIGHTS SCHOOLS,2715030,5-Title I schoolwide school,44.832,-93.0462,807,421,0.5216852540272615,386
INVEST HIGH SCHOOL,INTERMEDIATE SCHOOL DISTRICT 287,2700025,6-Not a Title I school,45.082921,-93.393898,70,48,0.6857142857142857,22
IQ ACADEMY MINNESOTA,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2711880,2-Title I targeted assistance school,46.2905,-96.0641,488,158,0.3237704918032787,330
IRONDALE SENIOR HIGH,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2722950,5-Title I schoolwide school,45.0902,-93.2075,1782,820,0.4601571268237935,962
ISANTI EARLY CHILDHOOD SPECIAL ED,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST,2707410,5-Title I schoolwide school,45.494101,-93.251656,57,5,0.08771929824561403,52
ISANTI INTERMEDIATE SCHOOL,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST,2707410,5-Title I schoolwide school,45.490274,-93.227807,445,60,0.1348314606741573,385
ISANTI MIDDLE SCHOOL,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST,2707410,5-Title I schoolwide school,45.4911,-93.263,486,64,0.13168724279835392,422
ISANTI PRIMARY SCHOOL,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST,2707410,5-Title I schoolwide school,45.494101,-93.251656,433,45,0.10392609699769054,388
ISD 181 LEARNING CENTER,BRAINERD PUBLIC SCHOOL DISTRICT,2706090,5-Title I schoolwide school,46.3623,-94.1751,153,28,0.1830065359477124,125
ISLAND LAKE ELEMENTARY,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2722950,5-Title I schoolwide school,45.0489,-93.135,790,263,0.3329113924050633,527
ISLE ELEMENTARY,ISLE PUBLIC SCHOOL DISTRICT,2715510,5-Title I schoolwide school,46.1335,-93.4724,210,49,0.23333333333333334,161
ISLE SECONDARY,ISLE PUBLIC SCHOOL DISTRICT,2715510,5-Title I schoolwide school,46.1324,-93.4721,175,42,0.24,133
ITASKIN EDUCATION CENTER,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2713170,5-Title I schoolwide school,47.2224,-93.5028,57,30,0.5263157894736842,27
IVAN SAND COMMUNITY HIGH SCHOOL,Elk River School District,2711370,2-Title I targeted assistance school,45.3122,-93.5755,94,24,0.2553191489361702,70
J.A. HUGHES ELEMENTARY,RED LAKE FALLS PUBLIC SCHOOL DIST.,2730450,2-Title I targeted assistance school,47.8827,-96.2661,231,29,0.12554112554112554,202
J.W. SMITH ELEMENTARY,BEMIDJI PUBLIC SCHOOL DISTRICT,2704440,5-Title I schoolwide school,47.4858,-94.8832,227,153,0.6740088105726872,74
JACKSON COUNTY CENTRAL MIDDLE,JACKSON COUNTY CENTRAL SCHOOL DIST.,2700231,2-Title I targeted assistance school,43.68,-95.1721,256,38,0.1484375,218
JACKSON COUNTY CENTRAL SENIOR HIGH,JACKSON COUNTY CENTRAL SCHOOL DIST.,2700231,2-Title I targeted assistance school,43.6253,-94.9988,366,46,0.12568306010928962,320
JACKSON ELEMENTARY,SHAKOPEE PUBLIC SCHOOL DISTRICT,2733000,2-Title I targeted assistance school,44.773448,-93.537106,800,319,0.39875,481
JACKSON MIDDLE,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2703180,5-Title I schoolwide school,45.1527,-93.3526,2076,1070,0.5154142581888247,1006
JACKSON PREPARATORY ELEMENTARY,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.958858,-93.118044,296,290,0.9797297297297297,6
JANE GOODALL ENVIRONMENTAL SCIENCE,Jane Goodall Environmental Science,2700403,6-Not a Title I school,45.27047,-94.057921,93,3,0.03225806451612903,90
JANESVILLE-WALDORF-PEMBERTON EL.EM.,JANESVILLE-WALDORF-PEMBERTON,2791451,2-Title I targeted assistance school,44.119127,-93.706661,342,20,0.05847953216374269,322
JANESVILLE-WALDORF-PEMBERTON SEC,JANESVILLE-WALDORF-PEMBERTON,2791451,2-Title I targeted assistance school,44.119127,-93.706661,337,21,0.06231454005934718,316
JEFFERS POND ELEMENTARY,PRIOR LAKE-SAVAGE AREA SCHOOLS,2730060,2-Title I targeted assistance school,44.7361,-93.4415,581,128,0.22030981067125646,453
JEFFERSON ELEMENTARY,Minneapolis Public School District,2721240,5-Title I schoolwide school,44.955867,-93.295063,434,423,0.9746543778801844,11
JEFFERSON ELEMENTARY,ROCHESTER PUBLIC SCHOOL DISTRICT,2731800,5-Title I schoolwide school,44.0355,-92.4506,625,192,0.3072,433
JEFFERSON ELEMENTARY,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2703180,5-Title I schoolwide school,45.1768,-93.2543,576,229,0.3975694444444444,347
JEFFERSON ELEMENTARY,MANKATO PUBLIC SCHOOL DISTRICT,2718780,5-Title I schoolwide school,44.1531,-94.0063,248,71,0.2862903225806452,177
JEFFERSON ELEMENTARY,FARIBAULT PUBLIC SCHOOL DISTRICT,2711760,5-Title I schoolwide school,44.2804,-93.2857,465,341,0.7333333333333333,124
JEFFERSON ELEMENTARY,NEW ULM PUBLIC SCHOOL DISTRICT,2723490,2-Title I targeted assistance school,44.3055,-94.465,598,53,0.08862876254180602,545
JEFFERSON ELEMENTARY,WINONA AREA PUBLIC SCHOOL DISTRICT,2744070,2-Title I targeted assistance school,44.0546,-91.6712,332,109,0.32831325301204817,223
JEFFERSON LEARNING CENTER,WILLMAR PUBLIC SCHOOL DISTRICT,2742720,5-Title I schoolwide school,45.1097,-95.0449,63,36,0.5714285714285714,27
JEFFERSON SENIOR HIGH,BLOOMINGTON PUBLIC SCHOOL DISTRICT,2705790,5-Title I schoolwide school,44.8177,-93.3309,1677,539,0.32140727489564697,1138
JENNINGS EXPERIENTIAL HIGH SCHOOL,JENNINGS COMMUNITY SCHOOL,2700152,5-Title I schoolwide school,44.965,-93.1996,69,56,0.8115942028985508,13
JENNY LIND ELEMENTARY,Minneapolis Public School District,2721240,5-Title I schoolwide school,45.046782,-93.29241,338,308,0.9112426035502958,30
JIE MING MANDARIN IMMERSION ACADEMY,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.90215,-93.178593,373,266,0.7131367292225201,107
JJ HILL MONTESSORI,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.946158,-93.142464,391,199,0.5089514066496164,192
JOHN A. JOHNSON ACHIEVEMENT PLUS EL,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.968072,-93.068579,317,288,0.9085173501577287,29
JOHN ADAMS MIDDLE,ROCHESTER PUBLIC SCHOOL DISTRICT,2731800,5-Title I schoolwide school,44.0567,-92.4858,1122,592,0.5276292335115864,530
JOHN GLENN MIDDLE,North St. Paul-Maplewood Oakdale,2723850,5-Title I schoolwide school,45.005317,-93.033736,784,570,0.7270408163265306,214
JOHN MARSHALL SENIOR HIGH,ROCHESTER PUBLIC SCHOOL DISTRICT,2731800,5-Title I schoolwide school,44.0356,-92.485,1725,797,0.46202898550724636,928
JOHN METCALF MIDDLE SCHOOL,BURNSVILLE PUBLIC SCHOOL DISTRICT,2707290,5-Title I schoolwide school,44.803708,-93.225424,256,120,0.46875,136
JOHNSON SENIOR HIGH,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.981903,-93.067242,1243,1111,0.8938053097345132,132
JOHNSVILLE ELEMENTARY,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2703180,5-Title I schoolwide school,45.198,-93.2447,603,205,0.33996683250414594,398
JONATHAN ELEMENTARY,EASTERN CARVER COUNTY PUBLIC SCHOOL,2708190,2-Title I targeted assistance school,44.8294,-93.6071,645,150,0.23255813953488372,495
JORDAN EARLY CHILDHOOD,JORDAN PUBLIC SCHOOL DISTRICT,2715750,2-Title I targeted assistance school,44.6584,-93.6432,49,14,0.2857142857142857,35
JORDAN ELEMENTARY,JORDAN PUBLIC SCHOOL DISTRICT,2715750,2-Title I targeted assistance school,44.6608,-93.64,617,150,0.24311183144246354,467
JORDAN HIGH SCHOOL,JORDAN PUBLIC SCHOOL DISTRICT,2715750,2-Title I targeted assistance school,44.6584,-93.6397,599,117,0.19532554257095158,482
JORDAN MIDDLE,JORDAN PUBLIC SCHOOL DISTRICT,2715750,2-Title I targeted assistance school,44.661,-93.6399,642,131,0.20404984423676012,511
JOSEPH NICOLLET MIDDLE SCHOOL,BURNSVILLE PUBLIC SCHOOL DISTRICT,2707290,5-Title I schoolwide school,44.762709,-93.272553,247,160,0.6477732793522267,87
JOURNEYS SECONDARY SCHOOL,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.939239,-93.114603,66,60,0.9090909090909091,6
JUSTICE PAGE MIDDLE SCHOOL,Minneapolis Public School District,2721240,5-Title I schoolwide school,44.913291,-93.279083,838,412,0.4916467780429594,426
KALEIDOSCOPE CHARTER ELEMENTARY SCH,KALEIDOSCOPE CHARTER SCHOOL,2700360,2-Title I targeted assistance school,45.259975,-93.670859,393,48,0.12213740458015267,345
KALEIDOSCOPE CHARTER HIGH SCHOOL,KALEIDOSCOPE CHARTER SCHOOL,2700360,2-Title I targeted assistance school,45.259975,-93.670859,81,11,0.13580246913580246,70
KALEIDOSCOPE MIDDLE SCHOOL,KALEIDOSCOPE CHARTER SCHOOL,2700360,2-Title I targeted assistance school,45.259975,-93.670859,111,13,0.11711711711711711,98
KAPOSIA EDUCATION CENTER ELEMENTARY,South St. Paul Public School Dist,2733270,5-Title I schoolwide school,44.87,-93.0338,742,440,0.5929919137466307,302
KARLSTAD ELEMENTARY,TRI-COUNTY SCHOOL DISTRICT,2791446,2-Title I targeted assistance school,48.5743,-96.5244,129,5,0.03875968992248062,124
KARNER BLUE EDUCATION CENTER,NORTHEAST METRO 916,2702264,6-Not a Title I school,45.1413,-93.1756,118,51,0.4322033898305085,67
KASSON-MANTORVILLE ELEMENTARY,KASSON-MANTORVILLE SCHOOL DISTRICT,2716980,2-Title I targeted assistance school,44.0428,-92.7415,881,93,0.10556186152099886,788
KASSON-MANTORVILLE MIDDLE SCHOOL,KASSON-MANTORVILLE SCHOOL DISTRICT,2716980,2-Title I targeted assistance school,44.0412,-92.7445,702,78,0.1111111111111111,624
KASSON-MANTORVILLE SENIOR HIGH,KASSON-MANTORVILLE SCHOOL DISTRICT,2716980,2-Title I targeted assistance school,44.0452,-92.7466,674,57,0.08456973293768547,617
KATO PUBLIC CHARTER SCHOOL,Kato Public Charter School,2700226,2-Title I targeted assistance school,44.1647,-93.9961,79,30,0.379746835443038,49
KEEWATIN-NASHWAUK ELEMENTARY SCHOOL,"NASHWAUK-KEEWATIN SCHOOL DISTRICT",2723310,5-Title I schoolwide school,47.4001,-93.0799,338,53,0.15680473372781065,285
KELLIHER ELEMENTARY,KELLIHER PUBLIC SCHOOL DISTRICT,2717010,5-Title I schoolwide school,47.9447,-94.4522,174,86,0.4942528735632184,88
KELLIHER SECONDARY,KELLIHER PUBLIC SCHOOL DISTRICT,2717010,5-Title I schoolwide school,47.9447,-94.4509,130,63,0.4846153846153846,67
KELLOGG MIDDLE,ROCHESTER PUBLIC SCHOOL DISTRICT,2731800,5-Title I schoolwide school,44.0415,-92.455,1172,449,0.38310580204778155,723
KENNEDY COMMUNITY SCHOOL,ST. CLOUD PUBLIC SCHOOL DISTRICT,2733510,5-Title I schoolwide school,45.542468,-94.305272,816,250,0.30637254901960786,566
KENNEDY ELEMENTARY,WILLMAR PUBLIC SCHOOL DISTRICT,2742720,5-Title I schoolwide school,45.1138,-95.0512,809,535,0.6613102595797281,274
KENNEDY ELEMENTARY,HASTINGS PUBLIC SCHOOL DISTRICT,2713530,2-Title I targeted assistance school,44.7346,-92.848,481,89,0.18503118503118504,392
KENNEDY ELEMENTARY,LAKEVILLE PUBLIC SCHOOL DISTRICT,2717780,5-Title I schoolwide school,44.642341,-93.238892,582,93,0.15979381443298968,489
KENNEDY ELEMENTARY,MANKATO PUBLIC SCHOOL DISTRICT,2718780,5-Title I schoolwide school,44.161,-93.961,439,173,0.3940774487471526,266
KENNEDY HIGH SCHOOL,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2711880,2-Title I targeted assistance school,46.2891,-96.0675,627,66,0.10526315789473684,561
KENNEDY MIDDLE SCHOOL,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2711880,2-Title I targeted assistance school,46.290509,-96.064894,800,108,0.135,692
KENNEDY SENIOR HIGH,BLOOMINGTON PUBLIC SCHOOL DISTRICT,2705790,5-Title I schoolwide school,44.8277,-93.2766,1574,1078,0.6848792884371029,496
KENNY ELEMENTARY,Minneapolis Public School District,2721240,5-Title I schoolwide school,44.899027,-93.295414,468,139,0.297008547008547,329
KENWOOD ELEMENTARY,Minneapolis Public School District,2721240,5-Title I schoolwide school,44.962212,-93.307806,394,131,0.33248730964467005,263
